order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason
ORD-98821,Shorts Yellow,SHORTS,Gucci,Yellow,XS,Female,Nylon,Autumn,446.12,9%,5,2029.85,N/A,11-04-2022,CAIRO,Credit Card,processing,3.8,Defective
ORD-46994,Shorts,Shorts,Levi's,Black,XL,Women,Wool,Summer,241.17,37%,,2430.99,2024-02-04,"February 13, 2024",الرياض,Debit Card,Pending,2.5,
ORD-92208,Skirt Green,  Skirt  ,Levi's,,2XL,Kids,Silk,Winter,281.33 USD,10%,11,2785.17 USD,2024-10-10,15/10/2024,Tunis City,Online,Delivered,3.9,Changed mind
ORD-67172,Hoodie Red,Hoodie,H&M,Red,xs,Male,Wool,Spring,-239.03,35%,3,$466.11,2024/08/30,09-09-2024,Alexandria,Online,Cancelled,5.0,Changed mind
ORD-74530,Shorts Green,Shorts,Gucci,Green,L,Men,Denim,Summer,206.83,19%,16,2680.52,2023/07/05,07-16-2023,RIYADH,Credit Card,Processing,1.7,
ORD-98295,Shorts White,Shorts,Mango,White,XS,Unisex,Cotton,Summer,42.77,34%,,564.56,2023-12-06,12-10-2023,Casablanca,Online,Delivered,8,Changed mind
ORD-58335,Jacket,Jacket,Zara,Yellow,2XL,UNISEX,Linen,Spring,322.10,34%,20,4251.72,"March 23, 2024",01-04-2024,الكويت,Credit Card,Pending,3.2,
ORD-73555,Coat Red,Coat,Gucci,Red,L,uni,Cotton,Summer,148.38 USD,12%,11,1436.32 USD,03-02-2022,03-13-2022,Alexa,Credit Card,Pending,2.3,Changed mind
ORD-17106,Coat White,Coatt,Forever21,White,medium,  Women  ,Nylon,Spring,103.66,24%,5,393.91 USD,01-03-2023,09-03-2023,Tunis,Installment,Delivered,4.9,Defective
ORD-13400,Dress Black,Dress,Puma,Black,XXL,Unisex,Leather,Summer,343.00,45%,19,3584.35 USD,27/01/2022,02-09-2022,ALEX,Debit Card,Returned,3.0,Changed mind
ORD-92653,Coat Brown,Coat,Gucci,Brown,M,Women,Linen,Spring,450.18,23%,,2079.83,2024/03/11,,Amman,Installment,Pending,3.4,Defective
ORD-80923,Shorts Purple,Shorts,H&M,Purple,LARGE,unisex,Wool,Autumn,$461.36,,20,7474.03,"August 17, 2024",N/A,Casablanca,Debit Card,Cancelled,3.0,
ORD-61441,Blazr,Blazer,Gucci,,XXL,uni,Wool,Autumn,-125.67,0.0,18,2262.06,2024/06/28,2024/06/30,Riyadh,Online,Cancelled,1.6,Wrong size
ORD-50088,Jeans Purple,Jeans,Nike,Purple,XL,both,Wool,Summer,334.04,19%,19,5140.88,12-02-2023,N/A,TUNIS,Installment,Pending,,Changed mind
ORD-60767,Sweater Blue,Sweater,Uniqlo,Blue,L,Kids,Polyester,Summer,53.49,,19,985.82,2023-09-02,08-09-2023,Tunis,Installment,Delivered,1.4,
ORD-21174,Sweater Black,Sweater,Uniqlo,Black,L,WOMEN,Polyester,N/A,466.50,47%,14,,2023-11-13,"November 22, 2023",Beirut,Online,Returned,4.4,Defective
ORD-21906,Skirt Grey,Skirt,Uniqlo,Grey,  M  ,Women,Denim,Summer,397.47,7%,NULL,7392.94,01-08-2023,"August 07, 2023",Doha,Cash,Delivered,4.0,
ORD-35324,T-Shirt Purple,tshirt,Adidas,Purple,M,uni,Wool,Winter,64.38,16%,16,865.27,,"April 18, 2022",Casablanca,Cash,Pending,2.6,Wrong size
ORD-72938,Sweater,Sweater,Forever21,Purple,XXL,Men,Linen,Spring,134,22%,19,1982.62,19-05-2022,06-02-2022,Riyad,Credit Card,Pending,1.0,Changed mind
ORD-87557,hoodi,Hoodie,Adidas,Purple,XS,male,,Winter,461.64,33%,7,2165.09,2022/06/21,N/A,Riyadh,Credit Card,Cancelled,3.7,
ORD-32914,Jacket Yellow,  Jacket  ,Gucci,Yellow,XL,UNISEX,Polyester,Spring,425.05,41%,7,$1755.46,,20/02/2024,RIYADH,Debit Card,Pending,1.7,Defective
ORD-20529,Coat,Coat,Uniqlo,Pink,M,uni,Polyester,Summer,406.81,24%,9,2782.58,12-10-2024,24-12-2024,بيروت,Installment,Pending,4.2,Late delivery
ORD-72538,T-Shirt,T-Shirt,H&M,Pink,M,Kids,Linen,Summer,408.34,4%,6,2352,06-02-2022,10/06/2022,Doha,Debit Card,Processing,4.5,Changed mind
ORD-62329,Shorts,shorts,Adidas,Purple,xsmall,Kids,Silk,Autumn,$346.65,1%,15,5147.75,29-09-2023,2023/10/04,Beirut,Online,Pending,3.0,Changed mind
ORD-90170,Jeans,Jeans,Mango,Blue,extra small,Men,Nylon,Autumn,EGP 79.5,49%,18,,2022/08/17,"August 28, 2022",Amman,cash,Processing,1.6,Changed mind
ORD-74158,Sweater Brown,sweters,Forever21,Brown,XL,  Kids  ,Wool,Winter,166.50,12%,6,-879.12,"March 01, 2024",03-13-2024,القاهرة,Cash,Processing,2.6,
ORD-97599,  Jacket  ,Jaket,Levi's,Grey,XXL,Kids,Linen,Autumn,397.71,17%,12,$3961.19,2024/01/29,01/02/2024,Cairo,Installment,Cancelled,2.6,
ORD-91294,Jeans Red,Jeans,H&M,Red,M,both,Denim,Spring,203.36,9%,10,1850.58,13/03/2023,"March 14, 2023",Casablanca,Online,Delivered,3.5,
ORD-45827,Hoodie Blue,Hoodie,H&M,Blue,extra large,women,Nylon,Spring,268.41,46%,-3,434.82,,N/A,amman,Cash,Pending,2.9,Wrong size
ORD-19474,T-Shirt Purple,T shirt,Zara,Purple,XL,Unisex,Polyester,Autumn,357.65,,19,5232.42,N/A,03/02/2023,الدوحة,online,Cancelled,1.6,Changed mind
ORD-12325,Shorts,SHORTS,H&M,Red,XL,Woman,Wool,Winter,264.91,21%,-20,4186,2023/09/10,13-09-2023,الكويت,Online,Pending,,
ORD-33830,Jeans Blue,Jeans,Forever21,Blue,2xl,Kids,Denim,Summer,EGP 472.55,5%,4,1795.69,20-11-2024,N/A,Tunis,Installment,Processing,3.0,
ORD-66162,Skirt,Skirt,Gucci,Red,Sm,Women,Linen,Autumn,299.34,16%,19,4777.47,11-24-2023,2023/11/29,Amman,Credit Card,Pending,3.7,
ORD-29854,Short,Shortz,H&M,White,XS,Women,,Autumn,306.42,28%,11,2426.85,17/10/2023,"October 24, 2023",Aman,Online,Cancelled,3.5,
ORD-67016,T-Shirt Purple,T-Shirt,Mango,Purple,L,Kids,Denim,Autumn,$221.56,12%,5,974.86,"January 01, 2024",,Cairo,Online,Delivered,4.6,Changed mind
ORD-39158,Sweater Red,sweters,Puma,Red,S,Kids,Nylon,Summer,241.24,17%,10,2002.29,2023-10-30,01-11-2023,الكويت,Credit Card,Delivered,3.2,Changed mind
ORD-46399,Tshirts,tshirt,H&M,White,XX-L,female,Nylon,Summer,366.17,26%,5,1354.83,"January 19, 2022",2022/01/25,Alexandria,Credit Card,Delivered,3.7,Changed mind
ORD-70152,Blazr,BLAZER,Puma,,M,Male,Polyester,Spring,213.88,37%,NULL,269.49,26-11-2023,"December 03, 2023",Aman,Installment,Returned,1.9,
ORD-25139,Jeans Green,Jeans,Puma,Green,S,Unisex,Polyester,Autumn,240.35,36%,10,,04-15-2024,22/04/2024,CASA,Installment,Pending,4.8,
ORD-82194,  T-Shirt  ,T-Shirt,Nike,,S,MEN,Linen,N/A,186.78,39%,1,113.94,02-07-2023,2023-02-08,Tunis,Cash,Pending,1.8,
ORD-17681,T-Shirt Blue,T-Shirt,Gucci,Blue,2XL,Women,Denim,Winter,423.89 USD,7%,17,6701.70,31-10-2024,,Alexandria,Online,returned,2.2,
ORD-20868,Shorts White,Shorts,Levi's,White,XXL,Unisex,Silk,Winter,188.68,2%,6,,"May 30, 2023",06-03-2023,الاسكندرية,Debit Card,Cancelled,,
ORD-21497,SKIRT,Skirt,Nike,Yellow,S,Women,Denim,Autumn,310.91,31%,10,2145.28,2024-09-08,09-09-2024,Beirut,Credit Card,Delivered,3.0,
ORD-38778,hoodi,Huddie,Zara,Green,L,Kids,Linen,Spring,494.31 USD,19%,18,7207.04,2022/11/10,,TUNIS,Credit Card,Cancelled,3.1,
ORD-59163,shorts,Shorts,Zara,Black,L,Female,,Autumn,425.55 USD,6%,8,3200.14,05-13-2022,,Beirut,Credit Card,Processing,1.4,Late delivery
ORD-96465,Sweater Blue,Sweater,Forever21,Blue,XL,Unisex,Polyester,Autumn,EGP 331.25,6%,3,934.12,23-01-2022,01-28-2022,KUWAIT,Cash,Cancelled,6,Defective
ORD-30190,Skirt Yellow,Skirt,Zara,Yellow,L,Unisex,Polyester,Spring,409.99,45%,4,901.98,2022-09-27,,Cairo,Online,Processing,1.1,
ORD-65797,Blazer,Blazer,Uniqlo,White,M,Men,Silk,Spring,$75.91,42%,12,$528.33,2022-11-02,11-05-2022,Riyadh,Cash,Processing,2.9,Changed mind
ORD-70169,Sweter,Sweater,Mango,Brown,XS,Men,Silk,Summer,-26.19,3%,10,$254.04,02-04-2022,15-04-2022,Doha,Debit Card,Delivered,1.7,
ORD-54049,Coat Red,COAT,Zara,Red,XS,Kids,Linen,Winter,305.03,34%,6,$1207.92,10-07-2023,2023/10/15,Amman,Installment,Delivered,,
ORD-98228,Dress,Dress,Gucci,Brown,xl,Men,Polyester,Autumn,292.52,39%,7,1249.06,"January 25, 2023",05/02/2023,Bayrut,Online,Processing,4.3,Defective
ORD-20236,COAT,Coat,H&M,Green,XS,uni,Denim,Summer,264.56,23%,,1629.69 USD,04/01/2024,11-01-2024,Kuwait,Installment,Pending,4.3,
ORD-19181,Blazer,Blazer,Puma,Pink,XL,Unisex,Wool,Summer,453.19,20%,17,6163.38,11-17-2024,22-11-2024,Amman,Debit Card,Pending,4.5,Late delivery
ORD-71957,Hoodie Pink,Hoody,puma,Pink,S,both,Polyester,Summer,488.75 USD,25%,2,,08-13-2023,"August 18, 2023",Tunis,Installment,Pending,4.1,
ORD-59683,Shorts Yellow,shorts,Mango,Yellow,small,Kids,Nylon,Winter,188.18,22%,3,440.34,"January 05, 2022","January 17, 2022",Tunis,debit card,Delivered,4.0,Late delivery
ORD-13657,Shortz,Shorts,Puma,Pink,XS,Men,Nylon,Autumn,224.64,0.21,20,3549,08-07-2024,08-11-2024,riyadh,Debit Card,Delivered,2.0,Changed mind
ORD-57832,Jacket Yellow,Jackt,Adidas,Yellow,XS,Men,Leather,Winter,197.13,15%,4,670.24,"February 09, 2023",02-23-2023,Tunis,Online,Processing,2.7,
ORD-68847,Coat Brown,Coat,LEVI'S,Brown,M,  Kids  ,Wool,Winter,397.60,14%,4,1367.74,2022-12-28,,RIYADH,Credit Card,Cancelled,7,
ORD-77924,Dress Green,dress,Nike,Green,L,Unisex,Cotton,Winter,213.37,5%,16,3243.22,"June 13, 2023",06-15-2023,Doha,Debit Card,Processing,2.4,
ORD-94916,Blazr,Blazer,Nike,Purple,X-L,Men,Wool,Spring,$325.34,,6,$1503.07,2022-08-06,08-17-2022,Dubay,Installment,Delivered,2.5,Wrong size
ORD-11553,Jacket,jacket,Adidas,White,XXL,both,Silk,Spring,221.85,45%,9,,2023/12/07,08/12/2023,AMMAN,Debit Card,Delivered,4.2,Changed mind
ORD-13516,Coat White,Coat,Puma,White,M,Men,Leather,Spring,EGP 145.78,46%,16,1259.54,05-01-2024,"January 14, 2024",بيروت,Cash,Pending,3.8,
ORD-82134,Coat Green,Coat,Levi's,Green,M,Men,Wool,Winter,202.32,35%,13,1709.60,04/07/2023,N/A,Bayrut,Installment,Returned,3.5,
ORD-13272,Jeans Red,Jeans,Levi's,Red,L,female,Cotton,Summer,$84.20,38%,19,$991.88,16-12-2022,2022-12-29,Kuwait,Debit Card,Delivered,2.1,
ORD-31246,Shorts Yellow,Shortz,Gucci,Yellow,s,WOMEN,Wool,Autumn,25.85,26%,19,363.45,N/A,,Cairo,Credit Card,Returned,4.6,
ORD-41271,Jacket Black,Jacket,Mango,Black,xlarge,Women,Silk,Winter,315.37,0.27,-5,1151.10,04-05-2023,"April 07, 2023",Doha,Online,Cancelled,,
ORD-28217,Coat Yellow,Coat,Zara,,XL,Kids,Polyester,Spring,214.33 USD,28%,17,2586.96,2022-06-24,"July 07, 2022",Casablanca,Online,Cancelled,4.5,
ORD-97207,Jeans Blue,Jeans,H&M,Blue,extra small,child,Polyester,Autumn,297.37,28%,11,2355.17,2024/04/21,2024-04-27,Dubai,Installment,delivered,3.7,
ORD-23985,Dress Green,Dress,mango,Green,xxl,Unisex,,Summer,$89.37,40%,19,1018.82,04/11/2024,10/11/2024,CASA,Debit Card,Processing,4.2,
ORD-30267,Blazer,Blazer,Mango,Red,XXL,  Women  ,Leather,Spring,23.47 USD,35%,4,$61.02,2024/08/20,2024/09/03,AMMAN,Cash,Pending,4.1,Changed mind
ORD-52138,Dress Pink,Dress,Levi's,Pink,MEDIUM,Men,Leather,Summer,52.61,12%,8,370.37,04/12/2022,17/12/2022,Riyadh,credit card,Cancelled,1.7,
ORD-68583,Jeans,Jeans,Adidas,Yellow,L,Men,Leather,Summer,279.03,37%,20,3515.78 USD,"May 19, 2023",N/A,Cairo,debit card,Returned,4.9,
ORD-66417,Sweater Black,Sweter,Puma,Black,M,Kids,Denim,Summer,260.92,48%,3.0,407,"March 19, 2024",,Cairo,Credit Card,pending,1.5,
ORD-64725,Coatt,Coat,Zara,Blue,XS,F,Cotton,Summer,112.73,17%,12,1122.79,2022-07-17,2022/07/31,Dubai,Cash,returned,1.4,Defective
ORD-83190,Coat Brown,Coat,Adidas,Brown,xsmall,unisex,Cotton,Summer,165.75,18%,12,EGP 1630.98,2023-06-01,06-05-2023,Amman,Installment,Delivered,2.3,Changed mind
ORD-60193,Sweater Pink,sweters,Puma,Pink,small,Kids,Leather,Autumn,EGP 315.18,15%,8,2143.22,"January 23, 2023",06-02-2023,Tunis City,Debit Card,Pending,8,Defective
ORD-18499,Skirt Yellow,Skirt,H&M,Yellow,L,F,Nylon,N/A,99.64,17%,5,413.51,,2024-01-20,الرياض,Online,Processing,2.3,Wrong size
ORD-28711,Jacket,JACKET,Uniqlo,Purple,XL,Kids,Cotton,Summer,459.91,2%,8,3605.69,27-04-2024,2024-05-11,Tunis,Installment,Pending,5.0,Defective
ORD-56011,Hoodie White,  Hoodie  ,mango,White,lg,Male,Silk,Autumn,114.72,50%,7,401.52,2024/07/14,07-17-2024,Tunis,Online,Returned,1.3/5,
ORD-35869,Sweater Brown,Sweater,Puma,Brown,  L  ,Men,Cotton,Winter,254.84,35%,4,,17/11/2024,2024/11/28,Kuwait,Installment,Processing,1.4,Changed mind
ORD-55476,Sweater Blue,Sweater,H&M,Blue,  XXL  ,Unisex,Polyester,Winter,37.51,7%,9,313.96,"May 04, 2022",11-05-2022,Cairo,Debit Card,Processing,,
ORD-88386,tshirt,T-Shirt,Zara,Pink,XXL,Male,Wool,Summer,$193.81,26%,18,2581.55,N/A,2022/07/17,Kuwait,Installment,Returned,,Defective
ORD-57025,Blazer Yellow,Blazer,Adidas,Yellow,small,FEMALE,Linen,N/A,129.24,4%,7,868.49,08-05-2022,"May 09, 2022",Kuwait,Installment,Delivered,1.8,
ORD-12389,Coat Grey,Coat,Forever21,Grey,XLARGE,Men,Leather,Autumn,183.09,0.19,7,1038.12,28-05-2023,"June 09, 2023",Alexandria,Debit Card,Delivered,3.2,
ORD-32374,T-Shirt Blue,Tshirts,Mango,Blue,2XL,KIDS,Silk,Spring,75.55,32%,1,$51.37,2024-10-16,"October 29, 2024",AMMAN,Credit Card,Returned,3.6,Changed mind
ORD-50866,Coat Pink,Coat,Gucci,Pink,S,Children,,Winter,328.12,,18,3484.63,"April 08, 2024","April 20, 2024",Dubai,Debit Card,Pending,3.9,
ORD-67384,Hoodie,Hoodie,Zara,Pink,xs,  Women  ,Denim,Summer,410.11,12%,4,$1443.59,09-14-2024,2024/09/23,Cairo,Cash,Returned,3.8,Defective
ORD-12624,Sweater Pink,sweters,Zara,Pink,2XL,Kids,Leather,Spring,360.21,0%,4,1440.84,2023/04/05,17-04-2023,الكويت,Debit Card,Returned,,
ORD-60022,Coat,Coat,Nike,Red,lg,male,Denim,Spring,268.81,26%,18,3580.55,,10-07-2022,الاسكندرية,Cash,Delivered,3.5,Defective
ORD-33854,COAT,Coat,Puma,Pink,L,childrens,Linen,Winter,444.85,36%,2,569.41,2024/09/18,2024/09/26,Alexandria,Credit Card,Processing,2.3,
ORD-32934,Hoodie Purple,Huddie,Nike,Purple,M,uni,Linen,Summer,289.54,48%,3,-451.68,09-12-2023,2023-09-15,KUWAIT,Online,Delivered,2.3,Wrong size
ORD-60579,blazer,Blazer,Gucci,Yellow,XS,male,Nylon,N/A,,47%,9,110.04,2022/01/21,"January 23, 2022",Dubai,Cash,Cancelled,3.0,
ORD-93913,Coat,coat,H&M,Blue,XS,Men,Linen,Autumn,487,,5,1436.50,,"March 03, 2024",tunis,Credit Card,Cancelled,4.9,
ORD-65473,Hoodie Pink,Hoodie,Gucci,Pink,L,Men,Linen,Spring,79.19,13%,3,EGP 206.69,"August 29, 2024","September 08, 2024",Kuwait,Debit Card,Returned,4.9,
ORD-50574,Coat Brown,Coat,Gucci,Brown,XXL,Kids,Polyester,Autumn,137.72,38%,2,170.77,06-07-2023,2023-07-09,Beirut,Credit Card,Processing,4.7,Defective
ORD-94541,Hoodie Green,Hoodie,Mango,Green,XLARGE,kids,Nylon,Autumn,32.33,43%,NULL,92.14,03/03/2023,"March 10, 2023",Amman,Online,Delivered,9,Late delivery
ORD-20748,T shirt,T-Shirt,Adidas,Yellow,XS,Women,Linen,Spring,232.36,14%,18,-3596.93,2024-12-12,18-12-2024,kuwait,Online,Pending,3.1,
ORD-91726,Skirt Pink,Skirt,Gucci,Pink,XS,Kids,,Autumn,211.64,0.17,8,1405.29,03-12-2022,03-26-2022,Al Cairo,Cash,Processing,2.3/5,
ORD-73036,Jeans Grey,Jeans,Gucci,Grey,xsmall,Kids,Silk,N/A,50.28,34%,3,99.55,2022/03/27,04-01-2022,Alexandria,Installment,Returned,4.6,
ORD-32822,Blazer Pink,Blazer,Puma,Pink,XL,Unisex,Nylon,Winter,169.33,2%,20,3318.87,"December 24, 2024",,Casablanca,Credit Card,Delivered,4.7,Wrong size
ORD-50543,Skirt Grey,SKIRT,PUMA,Grey,  XL  ,Unisex,Nylon,Spring,388.93,47%,16,3298.13,26/03/2022,2022/04/06,الكويت,Online,Cancelled,4.5,Wrong size
ORD-61659,Skirt,skirts,Puma,,L,Women,Polyester,Winter,427.45,15%,2,,2022-11-19,N/A,Riyadh,Credit Card,Delivered,1.4,Changed mind
ORD-26112,Coat Black,Coat,Uniqlo,Black,LARGE,Kids,Wool,Spring,327.28,5%,5,1554.58,2024-02-26,04/03/2024,doha,Cash,Processing,2.2,Late delivery
ORD-47153,Hoodie Black,Hoodie,ADIDAS,Black,medium,  Men  ,,Spring,265.33,32%,12,2165.09 USD,03-23-2022,,CASA,Debit Card,Processing,1.8,
ORD-14952,Coat Yellow,  Coat  ,Puma,Yellow,m,Kids,Nylon,Spring,95.76,26%,13,921.21,05-09-2024,2024/05/21,Cairo,Online,Returned,1.1,Wrong size
ORD-69333,Jacket Pink,Jacket,Forever21,Pink,X-S,Women,Nylon,Winter,221.23,21%,1,174.77,05-09-2023,13-05-2023,Casablanca,Online,Delivered,2.3,Wrong size
ORD-57469,Sweater,Sweater,Zara,Purple,XS,unisex,Wool,Spring,434.99,14%,7,2618.64,"April 20, 2022",,بيروت,Credit Card,Delivered,2.6,Defective
ORD-94932,t-shirt,T-Shirt,nike,White,xsmall,Women,Denim,Spring,132.95,0%,19,,N/A,28/01/2022,DUBAI,Debit Card,Processing,,Wrong size
ORD-90286,Shorts Purple,Shorts,Puma,Purple,XXL,Men,Wool,Summer,140.34,12%,-15,1852,,19-03-2023,Tunis,Cash,Returned,3.0,
ORD-55111,Skirt Pink,Skirt,H&M,,XXL,Unisex,Silk,Autumn,292.00,4%,13,3644.16,11-22-2024,11-29-2024,AMMAN,credit card,Cancelled,,Defective
ORD-39486,Dress Grey,dress,Mango,Grey,M,Kids,,Autumn,362.60,22%,12,3393.94,21/12/2022,"December 24, 2022",Dubay,Online,Delivered,2.7,
ORD-30976,Jeans,Jeans,Adidas,Brown,Sm,Kids,Leather,Spring,363.14,7%,4,,2024-05-23,"June 05, 2024",TUNIS,Credit Card,Cancelled,1.8,Wrong size
ORD-41479,Coat Pink,  Coat  ,Levi's,Pink,med,  Men  ,Linen,Autumn,16.62,20%,16,$212.74,02-08-2024,N/A,Dubay,Credit Card,Delivered,1.8,Defective
ORD-28893,Dress Green,Dresses,ZARA,Green,L,Unisex,Nylon,Summer,EGP 490.89,49%,13,3254.60,03-02-2024,2024-03-06,Doha,Debit Card,Returned,4.2,Wrong size
ORD-35701,Coat,Coat,H&M,White,S,Men,Silk,Spring,$132.45,,1,96.69,01/03/2024,03-05-2024,Casablanca,Debit Card,Returned,1.8,
ORD-10974,Coat Pink,coat,Puma,Pink,medium,Unisex,Silk,Spring,11.82 USD,18%,12,,01-05-2024,2024-05-13,Cairo,Online,Returned,3.6,Changed mind
ORD-40135,Jeans,denim pants,H&M,,M,UNISEX,Nylon,Autumn,-148.95,44%,1,83.41,"February 20, 2023",03-01-2023,Cairo,Cash,Cancelled,3.9,
ORD-18283,Jacket,Jackt,Forever21,Brown,xxl,  Women  ,Wool,N/A,$260.05,28%,16,,2022/07/13,2022-07-14,Kuwait,Credit Card,Processing,1.2,Wrong size
ORD-23237,Jeans,Jeans,Levi's,Pink,XL,Women,Leather,Summer,91.72,21%,18,1304.26,,01-09-2024,Dubai,Online,Delivered,3.8,Changed mind
ORD-45168,Dress Black,dress,Puma,Black,XXL,Women,Denim,Spring,$95.28,48%,16,,03-14-2023,2023/03/28,RIYADH,Online,Delivered,1.6,Late delivery
ORD-36300,Skirt Blue,skirt,Nike,Blue,L,Women,Leather,Summer,169.20,31%,4,466.99,09-29-2023,13/10/2023,Kuwait,Debit Card,Delivered,1.4,
ORD-54983,Sweater Purple,Sweater,Adidas,Purple,sm,Unisex,Leather,Autumn,141.19,,NULL,$1207.17,02-11-2022,,Dubai,Credit Card,Returned,4.6,
ORD-11651,JACKET,Jackt,H&M,Red,LARGE,unisex,Wool,Winter,153.85,34%,9,913.87,05-12-2022,2022/05/21,Tunis,Cash,Cancelled,3.3,
ORD-35117,Jacket Pink,Jaket,H&M,Pink,L,  Unisex  ,Linen,Spring,309.90,26%,-18,4127.87,N/A,01-22-2024,RIYADH,Cash,Delivered,3.1,
ORD-90151,Jacket,Jacket,Mango,Purple,S,female,Polyester,Summer,32.11,,10,$240.82,2022/04/19,02/05/2022,Casablanca,Debit Card,pending,4.4,
ORD-71846,Skirt Brown,Skirt,Uniqlo,Brown,XL,M,Wool,Summer,299.55,9%,13,,08-09-2024,08-16-2024,Kuwait,Online,Delivered,4.2,Wrong size
ORD-19121,Skirt Grey,skirt,Puma,Grey,2XL,Unisex,Nylon,Summer,424.52,0.49,6,1299.03,13/08/2023,2023-08-17,Cairo,Credit Card,Cancelled,4.7,Changed mind
ORD-95478,Tshirts,T-Shirt,Uniqlo,White,l,Unisex,Denim,Summer,150.76,7%,15,2103.10,2022/04/10,,Casablanca,Installment,Cancelled,2.5,
ORD-92706,Dress Purple,Dress,Forever21,Purple,large,kids,Polyester,Autumn,49.25,43%,15,$421.09,"November 24, 2023",25/11/2023,BEIRUT,Debit Card,Pending,2.3,Changed mind
ORD-78436,Shorts Yellow,shorts,Levi's,Yellow,MEDIUM,both,Wool,N/A,EGP 245.24,0.34,5,809.29,2023-10-25,2023/11/05,RIYADH,Online,processing,2.8,Late delivery
ORD-44932,Skirt,Skirt,Gucci,Pink,XS,Women,Polyester,Spring,231.62,28%,-16,$2631.20,23-12-2024,"January 03, 2025",DUBAI,Credit Card,Cancelled,4.7,Defective
ORD-36818,skirt,Skirt,Zara,Brown,XLARGE,Unisex,,Spring,397.13,28%,20,5718.67,2022-08-10,2022/08/16,Al Cairo,Debit Card,Cancelled,1.3,
ORD-78774,Sweter,  Sweater  ,Forever21,Red,double xl,uni,Cotton,Summer,116.24,49%,20,1185.65,,15-05-2024,Tunis,Credit Card,Pending,2.1,Defective
ORD-24779,denim pants,Jeans,Gucci,Grey,M,Unisex,Cotton,Winter,249.74,26%,,2402.50,06/08/2023,14/08/2023,Alexa,Online,Cancelled,4.1,Wrong size
ORD-58845,BLAZER,Blazer,H&M,Pink,Med,Men,Polyester,Autumn,140.43,10%,18,2274.97,03/09/2023,08/09/2023,amman,Debit Card,Pending,3.6,
ORD-49441,Jeans,Jeans,Nike,Black,xsmall,Women,Polyester,Spring,$245.75,0.07,8,1828.38,2023/01/26,2023-01-28,Riyadh,Cash,Returned,2.7,
ORD-11370,Coat Green,Coat,Gucci,Green,m,kids,Polyester,Spring,157.93,36%,15,,20/06/2022,2022-06-28,Beirut,Installment,Cancelled,4.3,
ORD-10576,Coat White,coat,Uniqlo,White,XL,Kids,,Autumn,140.70,13%,5,612.04,,2023/08/11,Beirut,Credit Card,Pending,3.1/5,
ORD-59029,Dress Blue,Dresses,Gucci,Blue,X-S,F,Silk,Autumn,EGP 40.17,3%,17,662.40,02-25-2023,03-02-2023,Doha,Credit Card,Returned,4.0,Defective
ORD-16054,SWEATER,SWEATER,Mango,Red,xs,Kids,Linen,Autumn,233.23,2%,15,3428.48,21-11-2022,04-12-2022,عمان,Online,Cancelled,3.8,
ORD-12819,Skirt,  Skirt  ,Zara,Red,large,Unisex,Wool,Summer,74.22,19%,15,902,"June 08, 2023",06-11-2023,BEIRUT,Credit Card,Returned,3.2,
ORD-30969,Dress Brown,drss,Adidas,Brown,XLARGE,  Unisex  ,Nylon,Winter,259.67,5%,2,493.37,"November 10, 2022",2022/11/21,Tunis,Credit Card,Returned,4.4,
ORD-70782,Coat Grey,Coatt,H&M,Grey,extra large,Child,Linen,Summer,412.02,28%,14,4153.16,2024-03-19,"April 02, 2024",Kuwait,Debit Card,Cancelled,2.0,
ORD-18532,Coat Yellow,Coat,Levi's,Yellow,XXL,  Women  ,Leather,Autumn,115.42,2%,13,1470,03/02/2024,N/A,Riyad,Online,Cancelled,2.7,
ORD-60274,Jacket Purple,Jacket,Zara,Purple,XL,Men,Polyester,Autumn,374.81,3%,7,2544.96 USD,"December 28, 2023",08-01-2024,Tunis City,Cash,Pending,1.9,
ORD-39802,Dress,DRESS,Adidas,Purple,extra small,Child,Silk,Autumn,EGP 273.02,41%,4,644.33,01/10/2022,2022/10/04,Cairo,Debit Card,Delivered,4.9,Changed mind
ORD-94793,Jeans,Jeans,Mango,Yellow,XL,Woman,Linen,Spring,190.34,32%,5,$647.16,"May 31, 2024","June 11, 2024",Kuwait,Online,Cancelled,3.7,Late delivery
ORD-26322,JACKET,Jaket,Gucci,Brown,2xl,Kids,Linen,Autumn,$191.48,15%,18,2929.64,04-10-2022,2022/04/15,Riyadh,Debit Card,Delivered,,
ORD-12305,SWEATER,Sweater,Forever21,Blue,XLARGE,unisex,Nylon,Winter,31.67 USD,2%,7,217.26,24/03/2023,03-04-2023,tunis,Installment,Delivered,1.5,
ORD-41035,Skirt White,Skrt,Puma,White,XXL,Unisex,,Autumn,355.38,41%,15,3145.11,2024/06/14,2024/06/18,Dubai,Debit Card,Delivered,4.7,Changed mind
ORD-47221,Coat,  Coat  ,Gucci,Pink,2xl,Woman,Polyester,Summer,$321.91,49%,-13,,02-07-2024,15-02-2024,Doha,Online,Returned,4.5,Defective
ORD-13492,Coat,Coat,Adidas,Blue,XL,female,Leather,Summer,191.83,41%,2,226.36,03/02/2023,"February 13, 2023",عمان,Credit Card,Pending,3.5,
ORD-32237,Sweater,Sweater,H&M,Blue,sm,Unisex,Cotton,Spring,$186.27,0.03,9.0,1626.14,02-23-2024,02-03-2024,Dubai,Online,Delivered,4.6,
